Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
1,Jeff Adrien,PF,24,GSW,23,0,8.5,1,2.3,0.426,0,0,,1,2.3,0.426,0.426,0.5,0.8,0.579,1,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5,adrieje01,1,Jeff Adrien,PF,24,GSW,23,0,196,4.2,9.9,0.426,0,0,,4.2,9.9,0.426,2,3.5,0.579,4.2,6.4,10.7,1.8,0.7,0.9,1.7,5.1,10.5,adrieje01,102,110,adrieje01,1,Jeff Adrien,PF,24,GSW,23,196,11.3,0.457,0,0.352,13,20.7,16.8,7.3,1,1.9,12.6,16.1,,0.1,0.1,0.2,0.051,,-3.3,-2,-5.3,-0.2,adrieje01,1,Jeff Adrien,PF,24,GSW,23,196,,3%,7%,76%,15%,-0.4,2.4,3,2,16,1,8,2,22,3,14,adrieje01,1,Jeff Adrien,PF,24,GSW,23,196,0.426,4.3,,1,0.574,0.315,0.093,0.019,0,,0.426,0.581,0.235,0,1,,,0.696,,,0.093,5,,,,,0,0,adrieje01
2,Arron Afflalo,SG,25,DEN,69,69,33.7,4.5,9.1,0.498,1.5,3.6,0.423,3,5.5,0.546,0.581,2,2.4,0.847,0.7,3,3.6,2.4,0.5,0.4,1,2.2,12.6,afflaar01,2,Arron Afflalo,SG,25,DEN,69,69,2324,4.8,9.7,0.498,1.6,3.8,0.423,3.2,5.9,0.546,2.1,2.5,0.847,0.7,3.2,3.9,2.6,0.5,0.5,1.1,2.4,13.4,afflaar01,123,111,afflaar01,2,Arron Afflalo,SG,25,DEN,69,2324,13.6,0.62,0.396,0.26,2.3,9.9,6.2,10.9,0.7,1,9.2,14.8,,4.8,1.4,6.2,0.128,,1.7,-0.3,1.4,2,afflaar01,2,Arron Afflalo,SG,25,DEN,69,2324,1%,88%,11%,,,4,-2.7,25,19,79,8,65,5,385,12,39,afflaar01,2,Arron Afflalo,SG,25,DEN,69,2324,0.498,14.8,,0.604,0.241,0.132,0.077,0.155,0.396,,0.546,0.662,0.518,0.5,0.412,0.423,,0.565,1,,0.002,1,,0.581,0.451,,1,0,afflaar01
3,Maurice Ager,SG,26,MIN,4,0,7.3,1.5,2.8,0.545,0.8,1,0.75,0.8,1.8,0.429,0.682,0,0,,0,0.5,0.5,0.3,0.3,0,1,1,3.8,agerma01,3,Maurice Ager,SG,26,MIN,4,0,29,7.4,13.7,0.545,3.7,5,0.75,3.7,8.7,0.429,0,0,,0,2.5,2.5,1.2,1.2,0,5,5,18.6,agerma01,94,114,agerma01,3,Maurice Ager,SG,26,MIN,4,29,10.1,0.682,0.364,0,0,7.9,3.8,6,1.7,0,26.7,22,,0,0,0,-0.015,,-0.9,0.2,-0.7,0,agerma01,3,Maurice Ager,SG,26,MIN,4,29,83%,17%,,,,-12.6,-5.6,1,1,1,2,0,1,2,0,0,agerma01,3,Maurice Ager,SG,26,MIN,4,29,0.545,16.4,,0.636,0.182,0.273,0,0.182,0.364,,0.429,1,0,,0.5,0.75,,0,0.333,,0,0,,0,,,1,1,agerma01
4,Alexis Ajinça,C,22,TOT,34,2,10,1.7,3.9,0.444,0.4,1,0.353,1.4,2.9,0.475,0.489,0.4,0.5,0.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2,ajincal01,4,Alexis Ajinça,C,22,TOT,34,2,340,6.2,14.1,0.444,1.3,3.6,0.353,5,10.5,0.475,1.4,1.9,0.722,1.8,6.5,8.3,1.1,1.2,2,1.9,7.7,15.1,ajincal01,98,107,ajincal01,4,Alexis Ajinça,C,22,TOT,34,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,,0,0.4,0.4,0.052,,-3.8,0,-3.8,-0.2,ajincal01,4,Alexis Ajinça,C,22,TOT,34,340,,,,,100%,-0.1,4.6,5,4,36,5,10,1,23,2,5,ajincal01,4,Alexis Ajinça,C,22,TOT,34,340,0.444,15.5,,0.744,0.233,0.068,0.068,0.376,0.256,,0.475,0.677,0.556,0.222,0.38,0.353,,0.66,1,,0.09,9,,0.059,1,,0,0,ajincal01
4,Alexis Ajinça,C,22,DAL,10,2,7.5,1.2,3.2,0.375,0.3,0.7,0.429,0.9,2.5,0.36,0.422,0.2,0.3,0.667,0.5,1.2,1.7,0.2,0.3,0.5,0.1,1.3,2.9,ajincal01,4,Alexis Ajinça,C,22,DAL,10,2,75,5.8,15.4,0.375,1.4,3.4,0.429,4.3,12,0.36,1,1.4,0.667,2.4,5.8,8.2,1,1.4,2.4,0.5,6.2,13.9,ajincal01,97,100,ajincal01,4,Alexis Ajinça,C,22,DAL,10,75,12.8,0.435,0.219,0.094,8.1,18,13.3,4.3,2.1,5.1,2.9,21.4,,0,0.1,0.1,0.084,,-3.4,0.5,-2.9,0,ajincal01,4,Alexis Ajinça,C,22,DAL,10,75,,,,,100%,-7.2,-12.2,1,0,5,0,2,1,5,1,2,ajincal01,4,Alexis Ajinça,C,22,DAL,10,75,0.375,14.8,,0.781,0.125,0.125,0.219,0.313,0.219,,0.36,0.5,0.5,0.286,0.3,0.429,,0.556,1,,0.031,0,,0.286,1,,0,0,ajincal01
4,Alexis Ajinça,C,22,TOR,24,0,11,2,4.2,0.465,0.4,1.1,0.333,1.6,3.1,0.514,0.51,0.5,0.6,0.733,0.5,2,2.5,0.3,0.3,0.6,0.7,2.5,4.8,ajincal01,4,Alexis Ajinça,C,22,TOR,24,0,265,6.4,13.7,0.465,1.2,3.7,0.333,5.2,10.1,0.514,1.5,2,0.733,1.6,6.7,8.3,1.1,1.1,1.9,2.3,8.2,15.5,ajincal01,99,108,ajincal01,4,Alexis Ajinça,C,22,TOR,24,265,12,0.53,0.267,0.149,5.2,22.5,13.6,4.9,1.6,4,13.6,21.1,,0,0.2,0.2,0.042,,-3.8,-0.2,-4.1,-0.1,ajincal01,4,Alexis Ajinça,C,22,TOR,24,265,,,,,100%,1.9,9.4,4,4,31,5,8,0,18,1,3,ajincal01,4,Alexis Ajinça,C,22,TOR,24,265,0.465,15.7,,0.733,0.267,0.05,0.02,0.396,0.267,,0.514,0.704,0.6,0,0.4,0.333,,0.684,1,,0.109,9,,0,,,0,0,ajincal01
5,Solomon Alabi,C,22,TOR,12,0,4.9,0.3,1.3,0.2,0,0,,0.3,1.3,0.2,0.2,0,0.2,0,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5,alabiso01,5,Solomon Alabi,C,22,TOR,12,0,59,1.8,9.2,0.2,0,0,,1.8,9.2,0.2,0,1.2,0,4.3,4.3,8.5,1.2,1.2,1.2,1.8,3.1,3.7,alabiso01,61,112,alabiso01,5,Solomon Alabi,C,22,TOR,12,59,2,0.189,0,0.133,13.7,14.4,14.1,4.6,1.8,2.6,15.9,14.3,,-0.2,0,-0.2,-0.142,,-6,-2.9,-8.9,-0.1,alabiso01,5,Solomon Alabi,C,22,TOR,12,59,,,,15%,85%,-17.5,-10.8,0,2,5,0,1,0,4,0,3,alabiso01,5,Solomon Alabi,C,22,TOR,12,59,0.2,9,,1,0.133,0.4,0.333,0.133,0,,0.2,1,0.167,0,0,,,0,,,0.133,2,,,,,0,0,alabiso01
6,Cole Aldrich,C,22,OKC,18,0,7.9,0.4,0.8,0.533,0,0,,0.4,0.8,0.533,0.533,0.1,0.2,0.5,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1,aldrico01,6,Cole Aldrich,C,22,OKC,18,0,142,2,3.8,0.533,0,0,,2,3.8,0.533,0.5,1,0.5,3.3,5.6,8.9,1,1.3,1.8,2,7.6,4.6,aldrico01,98,104,aldrico01,6,Cole Aldrich,C,22,OKC,18,142,7,0.537,0,0.267,11.1,17.5,14.4,4,1.8,3.6,32.3,7.9,,0,0.2,0.2,0.066,,-5.6,1.6,-4,-0.1,aldrico01,6,Cole Aldrich,C,22,OKC,18,142,,,,7%,93%,2.9,-1.3,2,1,21,2,2,0,10,0,2,aldrico01,6,Cole Aldrich,C,22,OKC,18,142,0.533,3.8,,1,0.4,0.6,0,0,0,,0.533,1,0.222,,,,,0.375,,,0.333,5,,,,,0,0,aldrico01
7,LaMarcus Aldridge,PF,25,POR,81,81,39.6,8.7,17.5,0.5,0,0.3,0.174,8.7,17.2,0.505,0.501,4.3,5.5,0.791,3.4,5.3,8.8,2.1,1,1.2,1.9,2.7,21.8,aldrila01,7,LaMarcus Aldridge,PF,25,POR,81,81,3211,7.9,15.9,0.5,0,0.3,0.174,7.9,15.6,0.505,3.9,5,0.791,3.1,4.8,7.9,1.9,0.9,1.1,1.7,2.5,19.8,aldrila01,114,107,aldrila01,7,LaMarcus Aldridge,PF,25,POR,81,3211,21.5,0.549,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,,7.6,3.5,11.1,0.166,,2.6,-0.5,2.1,3.4,aldrila01,7,LaMarcus Aldridge,PF,25,POR,81,3211,,,,51%,50%,4.5,15,35,64,139,19,197,11,411,46,54,aldrila01,7,LaMarcus Aldridge,PF,25,POR,81,3211,0.5,9.3,,0.984,0.32,0.271,0.155,0.238,0.016,,0.505,0.704,0.397,0.402,0.427,0.174,,0.546,0.75,,0.117,148,,0.217,0,,4,0,aldrila01
8,Malik Allen,PF,32,ORL,18,0,9.9,0.6,1.7,0.355,0,0,,0.6,1.7,0.355,0.355,0.1,0.1,0.5,0.7,1.1,1.8,0.2,0.1,0.2,0.2,1.7,1.3,allenma01,8,Malik Allen,PF,32,ORL,18,0,178,2.2,6.3,0.355,0,0,,2.2,6.3,0.355,0.2,0.4,0.5,2.4,4,6.5,0.8,0.2,0.8,0.6,6.1,4.7,allenma01,92,105,allenma01,8,Malik Allen,PF,32,ORL,18,178,3.3,0.361,0,0.065,8.1,12.8,10.5,3.3,0.3,1.7,8.6,9.1,,-0.1,0.2,0.2,0.046,,-5.8,0.5,-5.4,-0.2,allenma01,8,Malik Allen,PF,32,ORL,18,178,,,,24%,76%,-11.6,-18.5,1,0,20,1,0,1,12,0,1,allenma01,8,Malik Allen,PF,32,ORL,18,178,0.355,12.3,,1,0.226,0.097,0.194,0.484,0,,0.355,0.714,0.333,0.333,0.2,,,0.636,,,0,0,,,,,0,0,allenma01
